,location_name,location_region,res_date,res_type,res_address,res_price,res_price_sqr,res_sqr,construction_year,levels,bedrooms,bathrooms,deleted,deleted_at,status,energyclass,auto_heating,solar,cooling,safe_door,gas,fireplace,furniture,student,parking,parking_flag,days_up
9637,Παλαιό Φάληρο,Αττική,2022-04-11,Διαμέρισμα,"Παλαιό Φάληρο,Αμφιθέα",320000,2909.0,110.0,1967.0,1ος,3.0,1.0,1,2022-05-12,Καλή,Ε,1,0,0,1,0,0,0,0,,0,31 days
9639,Αχαρνές,Αττική,2021-11-03,Μεζονέτα,Καματερό,250000,1923.0,130.0,2002.0,1ος,3.0,2.0,1,2022-03-24,Ημιτελές,Μη αποδοτικό,1,0,0,0,0,0,0,0,Ανοιχτό parking,1,141 days
9640,Βύρωνας,Αττική,2022-04-14,Διαμέρισμα,Βύρωνας,136000,1308.0,104.0,1973.0,2ος,2.0,1.0,1,2022-06-10,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,0,0,,0,57 days
9641,Αθήνα,Αττική,2022-03-17,Διαμέρισμα,"Συκιές,Νεάπολη",170000,2208.0,77.0,1971.0,3ος,2.0,1.0,1,2022-03-18,Ανακαινισμένο,Ζ,1,0,1,1,1,0,0,0,,0,1 days
9642,Αθήνα,Αττική,2022-04-14,Διαμέρισμα,"Αθήνα,Ιπποκράτους",350000,1400.0,250.0,1980.0,4ος,3.0,1.0,0,,,Δ,0,0,0,0,0,0,0,0,,0,
9643,Ίλιον,Αττική,2021-11-17,Μονοκατοικία,"Ίλιον,Κέντρο",140000,1750.0,80.0,1968.0,Ισόγειο,2.0,1.0,1,2022-04-27,Ανακαινισμένο,,0,0,1,0,0,0,0,0,,0,161 days
9644,Αθήνα,Αττική,2022-04-28,Διαμέρισμα,"Καλλιθέα,Ευαγγελίστρια",145000,2636.0,55.0,2008.0,2ος,1.0,1.0,1,2022-05-07,Άριστη,Α,0,1,0,1,0,0,0,0,,0,9 days
9645,Αχαρνές,Αττική,2022-01-30,Οικία,"Άνω Λιόσια,Άγιος Γεώργιος",490000,1815.0,270.0,2002.0,1ος,6.0,1.0,0,,Καλή,Δ,0,0,0,0,0,0,0,0,,0,
9646,Αθήνα,Αττική,2022-01-28,Διαμέρισμα,"Αθήνα,Εξάρχεια",700000,3804.0,184.0,1975.0,3ος,3.0,2.0,1,2022-04-02,Ανακαινισμένο,Δ,1,0,0,1,0,0,0,0,,0,64 days
9647,Αχαρνές,Αττική,2022-05-30,Μεζονέτα,"Ηράκλειο,Παλαιό Ηράκλειο",330084,3174.0,104.0,2021.0,1ος,3.0,2.0,0,,Υπο κατασκευή,Α+,0,0,0,1,0,1,0,0,Ανοιχτό parking,1,
9648,Μαρούσι,Αττική,2022-03-17,Διαμέρισμα,"Ηράκλειο,Παλαιό Ηράκλειο",280000,2692.0,104.0,2012.0,1ος,3.0,1.0,1,2022-03-28,Νεόδμητο,Μη αποδοτικό,1,1,0,0,1,1,0,0,,0,11 days
9649,Ζωγράφου,Αττική,2022-03-02,Μεζονέτα,"Ζωγράφου,Γουδή",300000,2609.0,115.0,2006.0,5ος,2.0,1.0,1,2022-03-23,Νεόδμητο,Γ,1,0,0,1,0,1,0,0,Ανοιχτό parking,1,21 days
9650,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-04-21,Διαμέρισμα,"Βάρη,Βάρκιζα",800000,4444.0,180.0,2010.0,4ος,3.0,1.0,1,2022-04-23,Καλή,Α,0,0,1,1,0,0,0,0,,0,2 days
9651,Καισαριανή,Αττική,2022-03-12,Διαμέρισμα,"Αθήνα,Παγκράτι",70000,1346.0,52.0,1970.0,3ος,1.0,1.0,1,2022-04-22,,Ζ,0,0,0,1,0,0,0,1,,0,41 days
9652,Αθήνα,Αττική,2022-04-13,Διαμέρισμα,"Αθήνα,Κολιάτσου",55000,1375.0,40.0,1965.0,5ος,1.0,1.0,1,2022-04-29,Χρήζει ανακαίνισης,Η,1,0,0,0,1,0,0,0,,0,16 days
9653,Πειραιάς,Αττική,2021-05-11,Διαμέρισμα,"Πειραιάς,Φρεαττύδα",226000,2000.0,113.0,2020.0,1ος,3.0,1.0,1,2022-03-17,Νεόδμητο,Μη αποδοτικό,1,0,0,1,1,0,0,0,,0,310 days
9654,Αιγάλεω,Αττική,2022-03-27,Κτίριο,"Αιγάλεω,Εσταυρωμένος",440000,871.0,505.0,1980.0,'Αλλο,4.0,2.0,1,2022-05-07,Καλή,Εκρεμμεί,1,0,0,0,0,0,0,0,,0,41 days
9656,Καλλιθέα,Αττική,2022-06-02,Διαμέρισμα,"Paleo Faliro,Πλανητάριο",130000,1566.0,83.0,1975.0,2ος,2.0,1.0,1,2022-06-10,Ανακαινισμένο,Η,0,0,0,0,0,0,0,0,,0,8 days
9657,Αθήνα,Αττική,2022-04-03,Διαμέρισμα,"Αθήνα,Άγιος Λουκάς",60000,1091.0,55.0,2006.0,Ισόγειο,1.0,1.0,1,2022-04-05,Νεόδμητο,Ζ,1,0,0,1,0,0,0,1,,0,2 days
9658,Αιγάλεω,Αττική,2022-04-15,Διαμέρισμα,"Αιγάλεω,Νταμαράκια",70000,1167.0,60.0,1979.0,1ος,1.0,1.0,1,2022-05-07,Καλή,Δ,1,0,0,0,0,0,1,0,,0,22 days
9659,Πειραιάς,Αττική,2021-01-13,Διαμέρισμα,"Πειραιάς,Καλλίπολη",100000,1333.0,75.0,1977.0,2ος,2.0,1.0,1,2022-06-10,Ανακαινισμένο,Ε,1,0,1,0,0,0,0,0,,0,513 days
9660,Αχαρνές,Αττική,2022-01-10,Μεζονέτα,Εκάλη,1800000,3429.0,525.0,2009.0,Ισόγειο,7.0,,0,,Άλλη κατάσταση,Γ,0,0,0,0,0,0,0,0,,0,
9661,Νέα Σμύρνη,Αττική,2022-04-16,Διαμέρισμα,"Νέα Σμύρνη,Νεκροταφεία",330000,3367.0,98.0,2021.0,3ος,3.0,1.0,1,2022-05-23,Υπο κατασκευή,Α,1,0,0,1,0,1,0,0,,0,37 days
9662,Μαρούσι,Αττική,2022-03-28,Διαμέρισμα,"Λυκόβρυση,Κέντρο",200000,1887.0,106.0,1992.0,1ος,3.0,1.0,0,,Καλή,Δ,1,0,0,0,0,0,0,0,,0,
9663,Ελληνικό - Αργυρούπολη,Αττική,2022-05-03,Μεζονέτα,"Άλιμος,Τράχωνες",500000,4000.0,125.0,2021.0,'Αλλο,3.0,2.0,1,2022-05-07,Υπο κατασκευή,Α,0,1,0,1,0,1,0,0,,0,4 days
9665,Αθήνα,Αττική,2022-03-16,Διαμέρισμα,"Αθήνα,Κολωνάκι",160000,1649.0,97.0,1975.0,3ος,2.0,1.0,1,2022-03-23,,Ζ,1,1,1,1,0,0,0,1,,0,7 days
9666,Αθήνα,Αττική,2022-04-11,Διαμέρισμα,"Αθήνα,Κουντουριώτικα",59000,1967.0,30.0,1960.0,3ος,1.0,,1,2022-05-07,Χρήζει ανακαίνισης,,1,0,0,1,1,0,0,0,,0,26 days
9667,Αθήνα,Αττική,2021-04-13,Διαμέρισμα,"Αθήνα,Νέα Κυψέλη",42000,778.0,54.0,1953.0,Ημιυπόγειο,,1.0,1,2022-05-30,Καλή,Ζ,1,0,0,0,0,0,0,0,,0,412 days
9668,Αχαρνές,Αττική,2021-07-16,Μονοκατοικία,"Άνω Λιόσια,Ζοφριά",80000,485.0,165.0,1975.0,Ισόγειο,3.0,1.0,1,2022-06-02,Άλλη κατάσταση,Ζ,0,0,0,0,0,0,0,0,,0,321 days
9669,Αθήνα,Αττική,2022-05-06,Διαμέρισμα,"Αθήνα,Γκάζι",350000,3293.0,106.0,2022.0,'Αλλο,2.0,2.0,1,2022-05-10,Νεόδμητο,Α,0,0,1,1,0,0,0,0,,0,4 days
9670,Άλιμος,Αττική,2022-04-20,Διαμέρισμα,"Άλιμος,Αμπελάκια",280000,2745.0,102.0,1982.0,3ος,2.0,1.0,1,2022-04-26,Ανακαινισμένο,Μη αποδοτικό,0,1,0,1,0,0,0,0,,0,6 days
9671,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-04-29,Διαμέρισμα,Πηγαδάκια,400000,4000.0,100.0,2008.0,1ος,3.0,,1,2022-05-20,Άριστη,Β,0,0,1,1,0,1,0,0,Κλειστό parking,1,21 days
9672,Περιστέρι,Αττική,2020-02-13,Διαμέρισμα,"Περιστέρι,Άνω Λόφος",130000,1585.0,82.0,1970.0,1ος,2.0,1.0,1,2022-06-10,,,1,0,0,0,0,0,0,0,,0,848 days
9673,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-05-22,Διαμέρισμα,Βάρη,290000,3867.0,75.0,2008.0,3ος,2.0,2.0,1,2022-05-26,Άριστη,Εκρεμμεί,0,1,1,1,0,1,0,0,Κλειστό parking,1,4 days
9674,Νέα Ιωνία,Αττική,2021-12-22,Διαμέρισμα,"Νέα Ιωνία,ΒΙΟΠΑ",136500,1587.0,86.0,2000.0,3ος,2.0,,1,2022-03-29,Καλή,Ε,1,0,0,0,0,0,0,0,,0,97 days
9675,Γλυφάδα,Αττική,2022-05-03,Κτίριο,"Γλυφάδα,Τερψιθέα",650000,1862.0,349.0,1965.0,Ισόγειο,,,1,2022-06-10,Καλή,Μη αποδοτικό,0,0,0,0,0,0,0,0,,0,38 days
9676,Διόνυσος,Αττική,2022-05-12,Μονοκατοικία,"Σταμάτα,Εύξεινος Πόντος",2450000,2552.0,960.0,2005.0,Ισόγειο,4.0,2.0,0,,Άριστη,Γ,0,1,1,1,0,0,1,0,Υπόγειο parking,1,
9677,Αθήνα,Αττική,2022-03-21,Διαμέρισμα,"Ίλιον,Άγιος Φανούριος",28000,571.0,49.0,1975.0,Ισόγειο,1.0,1.0,1,2022-03-25,,Ζ,1,1,0,0,0,0,0,1,,0,4 days
9678,Γλυφάδα,Αττική,2022-03-07,Διαμέρισμα,"Γλυφάδα,Τερψιθέα",310000,2480.0,125.0,2010.0,1ος,3.0,1.0,1,2022-03-24,Νεόδμητο,Α+,1,1,0,1,1,1,0,0,,0,17 days
9679,Αθήνα,Αττική,2022-04-15,Διαμέρισμα,"Αθήνα,Φιλοπάππου",154000,3080.0,50.0,1982.0,Ημιώροφος,1.0,1.0,1,2022-05-12,Ανακαινισμένο,Δ,1,0,1,1,1,0,1,0,,0,27 days
9680,Χαλάνδρι,Αττική,2022-06-01,Διαμέρισμα,"Χαλάνδρι,Δημαρχείο",280000,3373.0,83.0,2021.0,1ος,2.0,1.0,1,2022-06-10,Υπο κατασκευή,Εξαιρείται,0,1,0,1,0,1,0,0,,0,9 days
9681,Αθήνα,Αττική,2022-03-24,Διαμέρισμα,"Περιστέρι,Νέα Σεπόλια",118000,1422.0,83.0,,1ος,2.0,2.0,1,2022-03-27,,Β,1,1,0,1,1,0,0,0,,0,3 days
9682,Ζωγράφου,Αττική,2022-05-27,Διαμέρισμα,"Αθήνα,Ιπποκράτειο",220000,2933.0,75.0,2021.0,1ος,2.0,1.0,0,,Υπο κατασκευή,Β+,1,0,0,1,1,0,0,0,,0,
9683,Γαλάτσι,Αττική,2022-05-24,Διαμέρισμα,"Αθήνα,Άνω Κυψέλη",135000,1467.0,92.0,1980.0,5ος,2.0,1.0,1,2022-06-02,Καλή,Ε,0,0,0,0,0,0,0,0,,0,9 days
9684,Παγκράτι,Αττική,2021-12-03,Μονοκατοικία,"Αθήνα,Βαρνάβα",350000,2188.0,160.0,1968.0,'Αλλο,3.0,1.0,1,2022-06-10,Καλή,Ζ,1,0,1,0,1,0,0,0,,0,189 days
9685,Καλλιθέα,Αττική,2022-04-07,Διαμέρισμα,"Νέα Σμύρνη,Κέντρο",400000,3419.0,117.0,,5ος,3.0,2.0,1,2022-04-27,Υπο κατασκευή,Β+,1,1,0,1,1,1,0,0,,0,20 days
9686,Αθήνα,Αττική,2022-04-28,Διαμέρισμα,"Αθήνα,Πλατεία Αμερικής",40000,1212.0,33.0,,Ημιυπόγειο,1.0,1.0,1,2022-05-12,Χρήζει ανακαίνισης,Εκρεμμεί,0,0,0,1,0,0,0,1,,0,14 days
9687,Αθήνα,Αττική,2022-01-11,Διαμέρισμα,"Αθήνα,Μεταξουργείο",78000,1393.0,56.0,1970.0,4ος,2.0,,1,2022-03-17,Άριστη,Δ,0,0,0,0,0,0,0,0,,0,65 days
9688,Χαλάνδρι,Αττική,2022-03-23,Διαμέρισμα,"Βριλήσσια,Κέντρο",480000,3840.0,125.0,2021.0,2ος,3.0,1.0,1,2022-06-02,Υπο κατασκευή,Α+,1,0,0,1,1,1,0,0,,0,71 days
9689,Άγιοι Ανάργυροι,Αττική,2022-05-26,Διαμέρισμα,"Αθήνα,Τρεις Γέφυρες",70000,1167.0,60.0,1980.0,1ος,1.0,1.0,0,,Καλή,Ζ,0,0,0,0,0,0,0,0,,0,
9690,Αθήνα,Αττική,2022-03-18,Διαμέρισμα,"Συκιές,Νεάπολη",175000,3302.0,53.0,1970.0,5ος,1.0,1.0,1,2022-03-21,Ανακαινισμένο,Δ,1,0,1,1,0,0,0,0,,0,3 days
9691,Νίκαια,Αττική,2021-06-05,Διαμέρισμα,"Νίκαια,Άσπρα Χώματα",89000,795.0,112.0,1980.0,3ος,2.0,,1,2022-06-10,Καλή,Ε,0,1,0,0,1,0,0,0,,0,370 days
9693,Γλυφάδα,Αττική,2022-05-05,Διαμέρισμα,"Γλυφάδα,Πανιωνία",740000,4744.0,156.0,1980.0,3ος,4.0,2.0,1,2022-05-26,Άριστη,Δ,0,1,1,1,0,1,0,0,,0,21 days
9694,Ραφήνα Πικέρμι,Αττική,2022-06-02,Μεζονέτα,Πικέρμι,250000,833.0,300.0,2010.0,Ισόγειο,3.0,1.0,1,2022-06-10,Νεόδμητο,Β,0,0,0,0,0,1,0,0,,0,8 days
9695,Νίκαια,Αττική,2022-01-15,Διαμέρισμα,"Νίκαια,Νεάπολη",135000,1125.0,120.0,1972.0,2ος,3.0,1.0,1,2022-06-07,Ανακαινισμένο,Δ,1,1,1,1,0,0,0,0,,0,143 days
9696,Ελληνικό - Αργυρούπολη,Αττική,2022-03-12,Διαμέρισμα,"Άλιμος,Κυθηρίων - Πανί",920000,7132.0,129.0,2020.0,3ος,3.0,2.0,1,2022-03-24,Υπο κατασκευή,Εκρεμμεί,1,0,1,1,0,1,0,0,Υπόγειο parking,1,12 days
9697,Καλλιθέα,Αττική,2021-11-24,Διαμέρισμα,"Καλλιθέα,Χρυσάκη",270000,3000.0,90.0,2021.0,2ος,2.0,1.0,1,2022-04-02,Νεόδμητο,Α,1,1,1,1,1,0,0,0,,0,129 days
9698,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-04-12,Διαμέρισμα,"Βούλα,Κάτω Βούλα",1750000,7000.0,250.0,2020.0,Ισόγειο,5.0,4.0,1,2022-05-12,Νεόδμητο,Α,1,1,1,1,1,0,0,0,,0,30 days
9699,Πειραιάς,Αττική,2022-04-12,Μονοκατοικία,"Πειραιάς,Καστέλα (Προφήτης Ηλίας)",1000000,2674.0,374.0,,Ισόγειο,,,1,2022-04-29,Ανακαινισμένο,Η,1,0,0,0,0,0,0,0,,0,17 days
9700,Ζωγράφου,Αττική,2020-05-20,Διαμέρισμα,Ζωγράφου,48000,727.0,66.0,1977.0,Ισόγειο,2.0,1.0,1,2022-03-24,Καλή,,1,0,0,0,0,0,0,0,,0,673 days
9702,Γλυφάδα,Αττική,2022-04-12,Διαμέρισμα,"Γλυφάδα,Τερψιθέα",450000,4412.0,102.0,2020.0,5ος,3.0,1.0,1,2022-05-04,Υπο κατασκευή,Α+,1,1,0,1,1,1,0,0,Υπόγειο parking,1,22 days
9703,Αθήνα,Αττική,2022-04-18,Διαμέρισμα,"Αθήνα,Άνω Πετράλωνα",186000,3100.0,60.0,2020.0,2ος,1.0,1.0,1,2022-05-25,Νεόδμητο,Β,0,0,0,1,0,1,0,0,,0,37 days
9704,Διόνυσος,Αττική,2021-11-24,Μονοκατοικία,Σταμάτα,680000,1158.0,587.0,1990.0,Ισόγειο,5.0,5.0,1,2022-06-10,Καλή,Ε,1,1,1,1,0,1,0,0,,0,198 days
9705,Αθήνα,Αττική,2021-02-01,Διαμέρισμα,"Αθήνα,Κολιάτσου",115921,2291.0,51.0,2021.0,2ος,1.0,1.0,1,2022-04-15,Νεόδμητο,Α+,1,0,1,1,0,0,0,1,,0,438 days
9706,Ζωγράφου,Αττική,2022-05-24,Διαμέρισμα,"Καισαριανή,Άνω Καισαριανή",205000,2733.0,75.0,2001.0,3ος,2.0,1.0,1,2022-06-04,Άριστη,Δ,0,1,1,0,0,0,0,0,Κλειστό parking,1,11 days
9707,Γαλάτσι,Αττική,2022-02-17,Διαμέρισμα,"Γαλάτσι,Λαμπρινή",85000,2931.0,29.0,2022.0,1ος,1.0,1.0,1,2022-06-10,Υπο κατασκευή,Α+,1,1,1,1,1,0,0,0,,0,113 days
9708,Χαλάνδρι,Αττική,2022-05-17,Διαμέρισμα,"Χαλάνδρι,Δημαρχείο",276000,2532.0,109.0,2004.0,1ος,3.0,2.0,1,2022-06-10,Καλή,Δ,0,0,0,0,0,1,0,0,,0,24 days
9709,Αργυρούπολη,Αττική,2022-02-25,Διαμέρισμα,"Αργυρούπολη,Κέντρο",360000,3273.0,110.0,2021.0,2ος,3.0,1.0,1,2022-03-17,Υπο κατασκευή,Α,1,1,0,1,0,1,0,0,,0,20 days
9710,Γλυφάδα,Αττική,2022-05-04,Διαμέρισμα,"Γλυφάδα,Πανιωνία",600000,3000.0,200.0,1984.0,Ισόγειο,4.0,2.0,1,2022-05-10,Άριστη,Η,0,1,0,0,0,1,0,0,,0,6 days
9711,Αχαρνές,Αττική,2021-08-27,Διαμέρισμα,"Ηράκλειο,Πράσινος Λόφος",85000,1000.0,85.0,1974.0,Ισόγειο,2.0,1.0,1,2022-03-17,Καλή,Εκρεμμεί,1,0,1,0,0,0,0,0,,0,202 days
9712,Άλιμος,Αττική,2022-04-14,Διαμέρισμα,"Άλιμος,Καλαμάκι",320000,4776.0,67.0,2022.0,3ος,2.0,1.0,1,2022-04-16,Νεόδμητο,Α,1,0,0,1,1,1,0,0,,0,2 days
9713,Αθήνα,Αττική,2022-03-21,Διαμέρισμα,"Αθήνα,Άγιος Λουκάς",170000,2267.0,75.0,2001.0,5ος,2.0,1.0,1,2022-04-05,Καλή,Δ,1,0,1,1,0,0,0,0,,0,15 days
9714,Ίλιον,Αττική,2021-08-30,Διαμέρισμα,"Ίλιον,Μιχελή",195000,2321.0,84.0,2022.0,4ος,2.0,1.0,1,2022-03-17,Νεόδμητο,Α+,0,0,0,0,0,0,0,0,,0,199 days
9715,Αχαρνές,Αττική,2022-05-11,Διαμέρισμα,"Νέα Ερυθραία,Μορτερό",180000,2093.0,86.0,2007.0,Ημιώροφος,2.0,1.0,1,2022-06-07,Καλή,Εκρεμμεί,0,0,0,1,0,0,0,0,,0,27 days
9716,Καλλιθέα,Αττική,2022-04-27,Μονοκατοικία,"Καλλιθέα,Χρυσάκη",200000,2857.0,70.0,1960.0,Ισόγειο,2.0,1.0,1,2022-05-10,Καλή,Η,0,0,0,0,0,0,0,0,Ανοιχτό parking,1,13 days
9718,Λαυρεωτική,Αττική,2021-09-14,Μονοκατοικία,Ανάβυσσος,580000,2468.0,235.0,2005.0,'Αλλο,5.0,5.0,1,2022-06-10,Άλλη κατάσταση,Δ,1,1,0,0,0,1,0,0,,0,269 days
9719,Αθήνα,Αττική,2022-03-27,Διαμέρισμα,"Αθήνα,Άγιος Νικόλαος",55000,1019.0,54.0,1966.0,1ος,1.0,1.0,1,2022-03-27,Καλή,Η,0,0,0,0,0,0,0,0,,0,0 days
9720,Διόνυσος,Αττική,2021-10-25,Μεζονέτα,Εκάλη,490000,2130.0,230.0,2004.0,Ισόγειο,4.0,3.0,0,,Άριστη,Δ,1,1,1,1,0,1,0,0,Κλειστό parking,1,
9721,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-05-13,Μονοκατοικία,"Βάρη,Βάρκιζα",1050000,5122.0,205.0,2022.0,Ισόγειο,4.0,2.0,1,2022-06-10,Νεόδμητο,Εκρεμμεί,0,0,0,1,0,1,0,0,Υπόγειο parking,1,28 days
9722,Αχαρνές,Αττική,2020-05-26,Διαμέρισμα,"Αχαρνές,Άγιος Πέτρος",120000,1304.0,92.0,1992.0,2ος,3.0,1.0,1,2022-06-10,Άριστη,Δ,1,0,0,1,0,0,0,0,,0,745 days
9723,Πειραιάς,Αττική,2021-12-14,Μεζονέτα,"Πειραιάς,Καλλίπολη",320000,2148.0,149.0,1987.0,'Αλλο,4.0,2.0,1,2022-06-10,Ανακαινισμένο,Εκρεμμεί,1,1,0,1,0,1,0,0,,0,178 days
9724,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2019-06-23,Μεζονέτα,"Γλυφάδα,Άνω Γλυφάδα",220000,2200.0,100.0,2006.0,Ισόγειο,1.0,2.0,1,2022-06-10,Άριστη,,1,0,1,1,0,1,0,0,Ανοιχτό parking,1,1083 days
9725,Πειραιάς,Αττική,2022-05-13,Μεζονέτα,"Πειραιάς,Πασαλιμάνι (Μαρίνα Ζέας)",1000000,2392.0,418.0,1930.0,'Αλλο,4.0,1.0,1,2022-06-10,Καλή,Ζ,0,0,1,0,0,0,0,0,,0,28 days
9726,Ίλιον,Αττική,2022-06-01,Μονοκατοικία,"Περιστέρι,Νέα Σεπόλια",45000,818.0,55.0,,Ισόγειο,1.0,1.0,1,2022-06-10,Χρήζει ανακαίνισης,,0,0,0,0,0,0,0,0,,0,9 days
9727,Άλιμος,Αττική,2022-04-01,Διαμέρισμα,"Παλαιό Φάληρο,Αγιά Βαρβάρα",98000,1400.0,70.0,1982.0,Ισόγειο,2.0,1.0,1,2022-04-07,Καλή,Η,0,0,0,0,0,0,0,0,,0,6 days
9728,Παλαιό Φάληρο,Αττική,2020-12-09,Διαμέρισμα,"Παλαιό Φάληρο,Κοψαχείλα",160000,2540.0,63.0,2007.0,Ισόγειο,2.0,1.0,1,2022-04-05,Άριστη,Ε,1,0,1,1,0,0,1,0,,0,482 days
9730,Αθήνα,Αττική,2022-05-26,Διαμέρισμα,"Αθήνα,Σταθμός Λαρίσης",55000,1078.0,51.0,1981.0,4ος,1.0,1.0,1,2022-06-02,Καλή,Ε,0,0,0,0,0,0,0,0,,0,7 days
9731,Αθήνα,Αττική,2022-04-06,Διαμέρισμα,"Αθήνα,Μακρυγιάννη (Ακρόπολη)",38000,1086.0,35.0,1969.0,Ημιυπόγειο,1.0,1.0,1,2022-04-07,Καλή,Ζ,1,0,0,0,1,0,0,0,,0,1 days
9732,Αθήνα,Αττική,2022-05-26,Διαμέρισμα,"Αθήνα,Άγιος Λουκάς",135000,2177.0,62.0,2005.0,4ος,,,0,,Άριστη,Ε,1,0,0,0,0,0,0,0,,0,
9733,Κορυδαλλός,Αττική,2022-05-26,Διαμέρισμα,"Κορυδαλλός,Πλατεία Ελευθερίας",85000,1545.0,55.0,1995.0,3ος,1.0,1.0,1,2022-06-02,Καλή,Δ,0,1,0,1,0,0,0,0,,0,7 days
9734,Αχαρνές,Αττική,2022-03-16,Μονοκατοικία,Νέα Ερυθραία,1380000,1535.0,899.0,1986.0,Ισόγειο,4.0,5.0,1,2022-04-02,Άριστη,Γ,1,0,0,0,0,1,0,0,Κλειστό parking,1,17 days
9735,Νέα Σμύρνη,Αττική,2022-05-15,Διαμέρισμα,"Παλαιό Φάληρο,Πλατεία Ντάβαρη",220000,2529.0,87.0,1965.0,Ισόγειο,2.0,1.0,1,2022-05-21,Καλή,Η,0,0,0,0,0,0,0,0,,0,6 days
9736,Αχαρνές,Αττική,2022-05-10,Διαμέρισμα,Ζεφύρι,160000,982.0,163.0,1994.0,1ος,3.0,1.0,0,,Καλή,Α,0,1,0,1,0,1,0,0,Parking πιλωτής,1,
9737,Αθήνα,Αττική,2022-03-27,Διαμέρισμα,"Αθήνα,Κυψέλη",78000,1114.0,70.0,1972.0,1ος,1.0,1.0,1,2022-03-27,Ανακαινισμένο,Ε,1,0,1,1,0,0,0,0,,0,0 days
9738,Ίλιον,Αττική,2019-11-18,Διαμέρισμα,"Άγιοι Ανάργυροι,Κέντρο",50000,1000.0,50.0,1970.0,2ος,1.0,1.0,1,2022-06-10,Άλλη κατάσταση,Γ,1,0,0,0,0,0,0,0,,0,935 days
9740,Πειραιάς,Αττική,2022-04-14,Μονοκατοικία,"Πειραιάς,Καστέλα (Προφήτης Ηλίας)",160000,1778.0,90.0,1932.0,Ισόγειο,2.0,1.0,1,2022-04-22,Ανακαινισμένο,Η,1,0,0,0,0,0,0,0,,0,8 days
9741,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-03-12,Διαμέρισμα,"Γλυφάδα,Πανιωνία",750000,6757.0,111.0,2012.0,Ισόγειο,3.0,1.0,1,2022-03-17,Νεόδμητο,Β,1,0,1,1,1,1,0,0,Υπόγειο parking,1,5 days
9742,Πειραιάς,Αττική,2022-01-30,Διαμέρισμα,"Πειραιάς,Καμίνια",114000,1676.0,68.0,2010.0,8ος,1.0,1.0,1,2022-03-23,Νεόδμητο,Γ,1,0,0,0,0,0,0,0,,0,52 days
9743,Δάφνη,Αττική,2021-09-17,Διαμέρισμα,"Αθήνα,Δουργούτι",155000,1409.0,110.0,1968.0,Ισόγειο,2.0,1.0,1,2022-06-02,,Δ,0,0,0,0,0,0,0,0,,0,258 days
9744,Πειραιάς,Αττική,2022-05-16,Διαμέρισμα,"Πειραιάς,Χατζηκυριάκειο",400000,3810.0,105.0,2020.0,7ος,3.0,1.0,1,2022-05-19,Νεόδμητο,Β+,0,1,0,1,0,1,0,0,,0,3 days
9745,Γλυφάδα,Αττική,2022-04-14,Διαμέρισμα,"Γλυφάδα,Κέντρο",460000,5055.0,91.0,2022.0,2ος,2.0,1.0,1,2022-04-16,Υπο κατασκευή,Α+,1,1,0,1,1,0,0,0,,0,2 days
9746,Πειραιάς,Αττική,2022-03-31,Διαμέρισμα,"Δραπετσώνα,Ταμπάκικα",49000,710.0,70.0,1980.0,Ισόγειο,2.0,1.0,1,2022-04-20,Χρήζει ανακαίνισης,Ε,1,0,0,0,0,0,0,0,,0,20 days
9747,Αθήνα,Αττική,2021-07-08,Διαμέρισμα,"Αθήνα,Νιρβάνα",75000,1500.0,50.0,2010.0,1ος,1.0,1.0,1,2022-03-21,Νεόδμητο,Α+,1,0,0,1,0,0,0,1,,0,256 days
9748,Νέα Ιωνία,Αττική,2022-04-08,Διαμέρισμα,"Ηράκλειο,Αγία Τριάδα",185000,2126.0,87.0,1980.0,4ος,2.0,1.0,0,,,Εκρεμμεί,1,1,0,1,1,1,0,0,,0,
9749,Γλυφάδα,Αττική,2022-05-10,Διαμέρισμα,"Γλυφάδα,Άνω Γλυφάδα",350000,3804.0,92.0,1963.0,1ος,2.0,2.0,1,2022-05-17,Ανακαινισμένο,Εκρεμμεί,0,1,0,1,0,1,0,0,,0,7 days
9750,Αχαρνές,Αττική,2022-02-09,Μονοκατοικία,"Κρυονέρι,Κέντρο",400000,1039.0,385.0,1974.0,'Αλλο,3.0,1.0,1,2022-06-10,Χρήζει ανακαίνισης,Η,0,0,0,0,0,1,0,0,,0,121 days
